Source,Destination,Relation
1798,4042,5
4438,1249,4
2993,1123,1
443,4034,5
5360,812,4
977,4158,9
945,3974,8
186,5120,9
1726,4011,8
2537,266,1
1115,4031,5
3711,248,2
912,912,10
138,2410,6
1778,4034,5
1615,2656,6
4430,1663,4
1241,1241,10
2757,1213,1
130,130,10
582,1955,6
1312,4042,5
1220,4031,5
1933,1933,10
1482,3458,6
459,459,10
1234,3150,6
1493,3106,6
4538,959,4
3200,299,1
1497,3351,7
2262,2262,10
1666,4611,9
5185,1706,4
89,2925,6
2529,656,1
4065,4065,10
3942,1047,3
2060,394,1
2080,35,1
4641,1043,4
2981,1339,1
4565,26,4
335,335,10
339,2259,6
4423,304,4
1045,4547,9
1294,4971,9
2170,1238,1
446,3491,6
5206,1312,4
2606,2606,10
2917,2917,10
3942,815,3
4622,1547,4
4409,4409,10
17,3990,8
2048,976,1
4750,589,4
3202,1195,1
3440,789,1
97,3417,6
2377,1701,1
5083,1250,4
2941,665,1
5314,608,4
1695,3046,6
159,4307,9
619,4035,5
1216,2856,6
353,4572,9
1824,2600,6
4622,1839,4
2259,1824,1
2955,1509,1
1118,3780,6
907,4797,9
735,4882,9
97,3447,6
4016,1422,3
1207,4033,5
226,226,10
3590,3590,10
2958,1121,1
347,3741,7
866,866,10
1517,4091,9
4625,641,4
1145,3850,8
4611,4611,10
1663,1663,10
587,4230,9
189,189,10
150,4373,9
2268,1720,1
1493,4537,9
2144,1304,1
1752,4032,5
1742,5095,9
2973,82,1
799,5299,9
4827,1233,4
2961,238,1
835,4726,9
3658,1000,2
1216,3749,7
724,4041,5
1210,1210,10
756,3439,6
3893,1262,3
1420,4041,5
798,5212,9
1036,3973,8
4042,1347,0
3013,3013,10
230,3870,8
1539,1539,10
4053,1129,0
4053,733,0
2482,24,1
5029,1692,4
3342,3342,10
1316,2309,6
4045,1227,0
4045,831,0
1055,4053,5
4045,569,0
1449,2195,6
2336,2336,10
2560,2560,10
1320,2963,6
707,4112,9
1530,2612,6
2710,1036,1
4042,1249,0
4035,93,0
1900,997,1
5077,597,4
2352,706,1
4041,1449,0
1195,3709,7
1038,4053,5
1852,4034,5
4045,599,0
913,4116,9
4459,1297,4
3273,1389,1
1383,4034,5
5044,891,4
4587,339,4
4034,1663,0
962,962,10
3384,139,1
4031,315,0
593,4032,5
4042,1279,0
4707,4707,10
3754,1304,2
542,4800,9
285,285,10
631,2600,6
4045,1025,0
2,4032,5
4043,188,0
5052,433,4
2815,1462,1
1149,4348,9
4034,1693,0
4341,4341,10
4034,1827,0
1359,4131,9
3012,1023,1
906,4622,9
1306,1306,10
838,2405,6
1573,4695,9
2110,1498,1
1421,2766,6
614,2338,6
1393,3404,6
347,4375,9
5020,1555,4
221,4567,9
119,4034,5
1303,2103,6
1853,3044,6
4031,113,0
1804,4741,9
4034,254,0
4037,1865,0
3602,350,2
1961,1961,10
1407,2249,6
4335,1104,4
354,4046,5
487,487,10
455,4050,5
296,3878,8
2340,824,1
2290,2290,10
702,4034,5
19,2694,6
4796,149,4
5117,1654,4
3028,788,1
5222,1728,4
838,2465,6
4034,284,0
1508,1508,10
1287,3711,7
2885,688,1
2788,358,1
111,4034,5
1264,3520,6
4097,1278,4
1837,1837,10
3950,1067,3
602,3084,6
114,4042,5
943,3560,7
1174,2877,6
685,4034,5
1191,4609,9
2537,1126,1
4099,250,4
930,2243,6
5232,765,4
2634,2634,10
1440,5167,9
5005,557,4
4034,314,0
4437,4437,10
94,4034,5
4879,621,4
1845,3336,6
1792,4829,9
4318,1268,4
4560,536,4
2652,1182,1
536,4410,9
1090,3935,8
5003,1749,4
749,4200,9
668,4034,5
1126,4045,5
5349,639,4
2193,1005,1
3100,1509,1
254,254,10
565,2815,6
80,4042,5
651,4034,5
2057,2057,10
2764,736,1
3362,552,1
583,583,10
1593,2964,6
175,4655,9
2386,2386,10
1855,5184,9
1140,2931,6
4639,4639,10
4072,1594,4
1001,2639,6
1604,1604,10
1966,437,1
96,4039,5
4180,1152,4
364,3931,8
4730,1569,4
4988,489,4
1238,1238,10
3918,1860,3
1388,4709,9
3041,3041,10
595,4700,9
1567,1567,10
1663,4038,5
6,6,10
3208,1285,1
1949,437,1
3783,1650,2
2758,810,1
3905,1667,3
908,3692,7
1076,4312,9
2588,2588,10
4162,828,4
3790,1204,2
3430,941,1
2074,159,1
5309,25,4
4150,1118,4
4171,1218,4
27,3918,8
5288,1504,4
602,4679,9
1600,2765,6
4163,1316,4
548,3459,6
821,4718,9
946,4726,9
4971,257,4
4045,1661,0
4406,1096,4
2260,1362,1
4730,1367,4
3058,1691,1
2043,1740,1
2976,688,1
2932,2932,10
258,4133,9
404,4042,5
4274,382,4
225,3886,8
4156,1793,4
4735,4735,10
1720,4977,9
3194,402,1
4963,671,4
813,5004,9
1238,5279,9
3518,545,1
1070,4053,5
1219,2973,6
2506,467,1
4050,1749,0
4044,1629,0
1334,1334,10
4947,1129,4
1145,5079,9
3137,3137,10
2834,1130,1
229,4161,9
4155,1632,4
918,5108,9
3171,1471,1
4841,573,4
1532,4035,5
2831,1152,1
4809,1665,4
560,3998,8
4817,1281,4
1334,1877,6
1328,3073,6
4462,1641,4
597,4042,5
1910,1157,1
4940,1373,4
1830,4050,5
5048,1747,4
475,4042,5
4006,481,3
4045,1489,0
555,3842,8
618,2580,6
635,2610,6
151,4034,5
2363,165,1
322,4743,9
4046,136,0
5157,1421,4
1549,2009,6
1049,4043,5
4218,4218,10
1554,2591,6
256,4034,5
4241,242,4
1536,2761,6
5046,941,4
103,4997,9
4041,242,0
928,4031,5
830,4034,5
1307,3033,6
1725,4035,5
4121,1662,4
2238,637,1
4034,980,0
4035,1177,0
4034,1114,0
99,4903,9
1502,4031,5
4250,1478,4
648,4150,9
2620,2620,10
340,4038,5
4120,1338,4
4042,72,0
430,4069,9
4905,1707,4
1412,3033,6
4041,534,0
4037,202,0
4041,272,0
813,4034,5
1137,4043,5
3124,1070,1
2796,1254,1
1012,4106,9
4046,592,0
344,4034,5
445,4038,5
4035,1207,0
2784,1672,1
4034,486,0
308,4519,9
1213,4011,8
5014,1119,4
3979,1801,3
611,611,10
2565,1214,1
4037,232,0
4041,40,0
796,4034,5
3870,24,3
4034,1174,0
1017,4718,9
1632,1632,10
3112,1653,1
3958,1597,3
727,3707,7
426,4851,9
4314,4314,10
4209,1430,4
3721,609,2
328,4063,9
90,4603,9
5339,463,4
4324,774,4
1341,5152,9
1612,2661,6
3004,260,1
4194,238,4
960,1916,6
4679,602,4
20,2127,6
4555,844,4
3958,1365,3
1041,3253,6
1498,2751,6
195,4865,9
652,5155,9
302,4069,9
4032,106,0
5337,1655,4
1839,3320,6
349,2852,6
4646,1579,4
2646,1824,1
3931,859,3
3431,1669,1
4077,1270,4
2991,330,1
2328,199,1
4212,1602,4
411,4139,9
1934,1934,10
5298,5298,10
11,3783,7
4776,566,4
1159,3754,7
4086,1136,4
1072,4750,9
1073,5262,9
2090,1055,1
397,5171,9
353,2690,6
4300,1438,4
53,5045,9
1286,3654,7
3967,182,3
4096,697,4
1803,4045,5
1305,4054,9
772,4046,5
3110,644,1
1334,4045,5
1316,4756,9
4650,660,4
517,4231,9
1157,1986,6
1115,1115,10
349,3046,6
5200,815,4
1783,4037,5
2918,2918,10
2402,1780,1
4169,1212,4
2195,769,1
288,5161,9
2983,1170,1
3963,538,3
1958,1821,1
735,3904,8
2291,769,1
587,2523,7
330,4033,5
5007,380,4
1084,4392,9
504,4173,9
3194,1494,1
1947,1149,1
4979,757,4
4186,876,4
909,909,10
1059,5172,9
3262,3262,10
1501,4953,9
637,4042,5
5065,5065,10
1352,3730,7
264,4059,9
3777,690,2
1468,2095,6
827,4149,9
4838,1261,4
2858,873,2
1651,4041,5
3299,1208,1
5175,285,4
508,4327,9
3514,1573,1
4844,1014,4
428,2266,6
4246,4246,10
827,4441,9
3062,524,1
4962,1183,4
3418,18,1
471,3986,8
911,3850,8
257,4833,9
2486,1582,1
1524,4504,9
3181,1466,1
1211,1211,10
5171,903,4
3411,366,1
462,3888,8
4154,1614,4
1010,2728,6
1486,3967,8
1559,1975,6
4622,894,4
1647,4031,5
1380,4056,9
648,3680,7
4040,4040,10
533,3350,6
3266,1720,1
4053,782,0
5087,538,4
762,2262,6
520,2470,6
1503,4410,9
4269,750,4
4260,73,4
1725,3915,8
4132,1690,4
2363,1159,1
5166,380,4
4045,484,0
4274,1466,4
1787,3511,6
4031,1803,0
4050,932,0
692,4175,9
4701,450,4
4051,1840,0
2609,685,1
4140,1360,4
4795,4795,10
4053,416,0
4053,550,0
3216,3216,10
674,5004,9
1611,4418,9
2584,619,1
4041,1102,0
1611,4156,9
4726,942,4
1822,5237,9
462,4519,9
1660,1660,10
5038,1765,4
1805,3850,8
510,4035,5
578,4241,9
4050,1096,0
1613,4031,5
5047,1497,4
1701,5225,9
4342,4342,10
4038,1124,0
2135,395,1
4042,798,0
2706,649,1
537,3958,8
1116,3853,8
1277,4050,5
4041,1394,0
1199,2762,6
1207,1207,10
3150,718,1
4696,190,4
2364,1731,1
4045,282,0
4046,1452,0
1130,5262,9
4046,1190,0
4034,1608,0
1134,4808,9
2738,152,2
4034,1742,0
4038,1416,0
1165,4032,5
4042,962,0
424,4577,9
3146,940,1
1108,3981,8
197,4241,9
1962,1962,10
5326,5326,10
4255,427,4
2582,239,1
1903,322,1
751,3591,7
4045,708,0
4033,864,0
1542,2199,6
4786,1422,4
2705,197,1
1047,4028,5
850,2194,6
4582,444,4
1148,4032,5
5011,398,4
4799,1779,4
838,2612,6
242,4041,5
905,4044,5
515,3990,8
243,2804,6
4810,744,4
1752,2011,6
3967,982,3
873,4337,9
4443,1784,4
189,4369,9
1756,1756,10
4031,58,0
264,3488,6
159,3558,7
4032,570,0
3356,520,1
5243,1219,4
3958,622,3
84,4848,9
140,2127,6
4444,432,4
1662,4003,8
126,3446,6
831,3386,6
642,4881,9
3719,401,2
1759,4771,9
427,4255,9
1854,2557,6
884,4149,9
98,4043,5
1795,4064,9
3858,972,3
4894,936,4
1156,2170,6
4559,1146,4
266,2489,6
1836,2203,6
937,937,10
1485,2895,6
2109,520,1
3290,3290,10
1630,2229,6
1964,1845,1
5093,5093,10
3235,1062,1
681,4037,5
1719,2919,6
1300,4332,9
939,2998,6
1039,1966,6
1503,3716,7
952,3936,8
274,5049,9
1310,4838,9
975,5048,9
5241,180,4
5096,1505,4
4640,4640,10
3832,1008,3
664,4037,5
5354,82,4
4194,1718,4
3854,1358,3
2326,20,1
4435,527,4
5131,212,4
4325,371,4
4767,152,4
1239,1239,10
1609,2189,6
2319,1458,2
2530,1053,1
3042,3042,10
260,4795,9
1153,3306,6
1549,5212,9
248,4689,9
4973,948,4
2634,1199,1
3787,685,2
5203,372,4
347,3391,6
4063,4063,10
4072,1673,4
5301,1477,4
1694,3101,6
4638,1346,4
848,4713,9
4074,511,4
1331,4042,5
2223,2223,10
5329,472,4
897,3260,6
839,4749,9
4395,938,4
3683,1391,2
113,3111,6
5336,26,4
4878,69,4
1436,4042,5
179,4031,5
1589,3732,7
339,3998,8
3562,1507,2
3669,711,2
2634,1259,1
4866,622,4
5312,210,4
4369,810,4
84,4042,5
4273,1388,4
3918,1835,3
4370,4370,10
1676,2491,6
18,5355,9
2738,881,1
4070,1159,4
4285,1523,4
4947,356,4
4699,4699,10
922,3689,7
1669,3229,6
150,4916,9
1529,4040,5
1623,4300,9
4963,982,4
1396,5146,9
3196,1288,1
1154,4958,9
380,4736,9
3917,3917,10
4151,1289,4
4276,1559,4
86,3085,6
1301,4038,5
353,4913,9
934,4000,8
311,2061,6
204,2991,6
21,5130,9
371,4043,5
2709,641,1
1730,4192,9
4052,240,0
4738,1512,4
1990,1990,10
1921,1214,1
4726,1802,4
3793,3793,10
2256,1663,1
4045,1374,0
2319,2319,10
3396,94,1
3396,624,1
621,4035,5
3542,1035,2
5067,104,4
51,4031,5
1561,1866,6
753,3188,6
2722,1423,1
5287,1050,4
4042,1658,0
1537,1537,10
316,2807,6
4042,1396,0
4266,717,4
30,4035,5
4494,1437,4
4603,1082,4
1606,4464,9
3535,1249,2
3340,3340,10
2825,399,1
3150,1444,1
3754,1159,2
4045,1800,0
2572,1799,1
4000,934,3
4033,1694,0
4360,673,4
970,2578,6
4042,1688,0
1011,4947,9
4053,1604,0
186,2301,6
1765,3762,7
4045,1830,0
60,2493,6
480,4045,5
4044,1768,0
4013,4013,10
4324,4324,10
10,4128,9
4031,1284,0
2931,1069,1
869,1921,6
3318,3318,10
1362,4419,9
4032,1400,0
4042,1852,0
4035,434,0
5177,430,4
5121,5121,10
283,283,10
3647,3647,10
173,2505,6
4042,249,0
314,5049,9
122,4031,5
3016,1690,1
4045,1598,0
178,2691,6
4029,1684,0
4112,1083,4
4468,1107,4
107,4750,9
963,2536,6
1580,4134,9
2865,2865,10
4046,507,0
4031,918,0
1172,2256,6
1183,2300,6
4668,4668,10
4034,663,0
5247,308,4
4035,464,0
4032,1564,0
4034,401,0
423,4857,9
1633,1633,10
4997,4997,10
4042,279,0
4042,17,0
4028,1336,0
3853,1116,3
3967,1214,3
1811,4442,9
1321,4866,9
3040,1303,1
4236,219,4
1267,1267,10
4828,177,4
4046,537,0
5135,948,4
1229,5252,9
4477,1265,4
4034,693,0
4034,827,0
648,4125,9
4034,169,0
664,4488,9
4555,333,4
13,4050,5
4916,94,4
551,4045,5
1230,4161,9
937,2572,6
485,485,10
1490,4034,5
1413,3770,7
2288,2288,10
814,814,10
554,4053,5
4091,4091,10
1493,4042,5
2617,2617,10
930,2786,6
4029,275,0
364,3551,7
4034,857,0
4034,595,0
3414,3414,10
293,4911,9
955,3581,7
3950,1244,3
4095,1673,4
3743,3743,10
997,4259,9
1476,4042,5
446,4176,9
486,2199,6
2200,414,1
4435,4435,10
2961,2961,10
573,3260,6
1396,1918,6
422,4756,9
2317,648,1
4764,4764,10
1456,4034,5
237,237,10
1682,4046,5
1416,3709,7
1130,2834,6
1189,4375,9
1429,4410,9
2320,266,1
4760,19,4
1076,4923,9
3576,989,2
3850,441,3
898,4031,5
1156,3691,7
5350,1274,4
5237,1688,4
587,1971,6
2991,13,1
2874,753,1
197,4033,5
1363,1363,10
1647,4916,9
5235,456,4
870,4425,9
3616,3616,10
1564,4042,5
4080,1753,4
209,4034,5
467,2599,6
581,581,10
3945,3945,10
4758,1474,4
3427,1574,1
579,2385,6
1751,3967,8
1387,3603,7
1366,2804,6
3673,1349,2
2384,2384,10
3931,572,3
57,4536,9
1415,4551,9
2318,904,1
910,910,10
3850,605,3
4292,1085,4
3596,928,2
3348,579,1
729,4795,9
4183,1045,4
616,4947,9
3082,1623,1
544,544,10
5109,416,4
2753,1033,1
4074,1535,4
13,2480,6
5295,5295,10
459,3385,6
3522,1360,1
4971,1294,4
497,4826,9
163,5152,9
1565,1565,10
1293,4319,9
5100,190,4
3368,3368,10
919,2105,6
1800,4042,5
1286,4795,9
4418,1611,4
1831,3931,8
5339,400,4
958,4717,9
5199,1648,4
720,4861,9
3183,1268,1
1687,2632,6
4178,1053,4
1178,5005,9
1111,4045,5
2915,2915,10
3918,860,3
2267,1062,1
1909,1909,10
1458,2642,6
3664,787,2
808,4831,9
3712,3712,10
3421,1416,1
4041,4041,10
1560,1952,6
4392,1647,4
4048,1846,0
311,311,10
1799,3806,7
854,3528,6
489,5038,9
2034,1690,1
2114,2114,10
5062,5062,10
4965,477,4
640,640,10
539,3251,6
1569,2658,6
730,4045,5
3768,1097,2
1770,4038,5
1319,3354,6
1148,4947,9
1332,1332,10
4696,4696,10
608,4045,5
4726,35,4
3918,1054,3
733,4053,5
1547,4034,5
2254,638,1
1661,1661,10
655,3161,6
5025,5025,10
4050,585,0
2821,1481,1
1081,4041,5
3464,3464,10
1182,4045,5
4491,321,4
3181,917,1
713,4045,5
3886,1598,3
1807,5038,9
3173,881,1
4840,687,4
3056,1359,1
2262,704,1
5050,866,4
4240,955,4
807,4543,9
4800,1824,4
1146,4141,9
1692,4750,9
4611,1617,4
4718,821,4
1661,2728,6
1287,4046,5
455,4514,9
1388,4050,5
2005,2005,10
5369,5369,10
696,4045,5
1365,4891,9
3266,1829,1
1635,4034,5
2645,2645,10
3512,509,1
604,4035,5
1205,3625,7
1104,3755,7
3771,244,2
1088,3404,6
4046,1233,0
4046,1367,0
564,4980,9
13,5025,9
316,3798,7
568,4392,9
1033,4323,9
400,3073,6
4034,1523,0
1863,1863,10
4034,1261,0
1371,4050,5
254,4032,5
578,4041,5
4042,743,0
1618,4034,5
587,4035,5
4041,815,0
2132,1282,1
2989,2989,10
2572,488,1
4045,361,0
1029,4941,9
4033,779,0
4792,4792,10
2587,78,1
265,265,10
1723,4034,5
1699,4363,9
4038,703,0
561,4041,5
4042,907,0
4042,511,0
1601,4034,5
101,4314,9
469,4031,5
5279,1,4
4333,1305,4
1658,3643,7
4924,623,4
4041,583,0
133,4050,5
4339,4339,10
4046,1427,0
2475,718,1
4029,1135,0
5139,988,4
1570,3878,8
11,4050,5
1758,2886,6
2211,892,1
1660,1916,6
4034,1455,0
324,4744,9
4551,1415,4
4044,329,0
609,609,10
992,5195,9
2412,2412,10
2904,727,1
1040,4053,5
938,938,10
2741,2741,10
4028,129,0
3473,145,1
1629,2972,6
4782,1461,4
2676,432,1
364,2535,6
1959,1959,10
3243,617,1
4907,653,4
488,3704,7
17,3350,6
5359,100,4
1593,1593,10
3850,1039,3
1802,4046,5
670,4043,5
3085,3085,10
3396,3396,10
1170,2534,6
1390,3480,6
361,361,10
3592,1134,2
2319,906,1
2195,752,1
719,5015,9
4318,74,4
5015,795,4
88,4369,9
3349,971,1
1787,4557,9
2943,2943,10
4213,500,4
2672,818,1
3724,696,2
1162,3623,7
1569,4477,9
2866,1083,1
2266,2266,10
4395,659,4
4069,4069,10
3959,877,3
5240,63,4
335,3171,6
3850,837,3
3287,3287,10
339,339,10
2979,827,1
669,4041,5
5090,5090,10
417,4034,5
5210,1578,4
3704,718,2
276,4008,8
1442,4042,5
5354,453,4
1698,2166,6
4447,346,4
151,4700,9
3213,1039,1
3163,3163,10
1689,1689,10
215,215,10
2072,622,1
3561,1068,2
3492,3492,10
4634,1349,4
2018,2018,10
4072,1222,4
659,3373,6
907,3723,7
1816,2760,6
2710,2710,10
889,3193,6
3071,635,1
667,2989,6
1236,1236,10
339,2777,6
3039,3039,10
1706,2262,6
1369,1897,6
2058,367,1
4280,198,4
1625,5051,9
615,4033,5
3309,917,1
1267,4587,9
4531,118,4
841,4045,5
2730,102,1
167,4203,9
1780,4034,5
5312,289,4
3928,391,3
1377,1963,6
4861,1617,4
26,5336,9
3383,3383,10
4293,450,4
497,4028,5
559,2150,6
2265,1146,1
595,4358,9
5305,1028,4
831,4560,9
1945,421,1
583,4648,9
5190,739,4
1124,3077,6
3017,3017,10
3196,837,1
123,5300,9
4820,4820,10
325,2424,6
3346,3346,10
4168,472,4
778,2773,6
4832,1645,4
4050,1609,0
1489,4273,9
679,4100,9
63,3276,6
4392,44,4
1040,4572,9
4042,1311,0
4720,257,4
1364,4715,9
2714,1302,1
275,4042,5
20,5013,9
4367,4367,10
558,3913,8
4041,1511,0
780,3814,7
4810,1063,4
1733,4803,9
4045,1453,0
2254,1692,1
679,4392,9
637,637,10
301,3162,6
3176,1255,1
5025,1428,4
1473,4785,9
1105,2953,6
5167,1466,4
2440,2440,10
905,4276,9
1390,4045,5
966,966,10
2371,1798,1
4053,1385,0
4051,152,0
1097,2393,6
4142,508,4
4040,505,0
3026,1631,1
184,184,10
4050,1803,0
1987,1987,10
579,5326,9
2463,1442,1
513,513,10
1467,4171,9
753,2243,6
792,5116,9
4042,1767,0
2316,2316,10
2710,1688,1
5039,589,4
4042,1505,0
4053,1415,0
4241,1705,4
4053,1153,0
100,4849,9
897,3967,8
4041,1705,0
4045,1513,0
4045,1117,0
3113,3113,10
688,5134,9
4033,1669,0
319,4626,9
1149,4836,9
1797,4988,9
4044,793,0
4582,1249,4
1386,4035,5
4803,1733,4
1004,5241,9
1855,4036,5
752,2344,6
3480,395,1
4134,4134,10
956,2665,6
3484,203,1
3979,1101,3
126,4046,5
4006,139,3
4469,590,4
536,3975,8
1350,4393,9
4033,1571,0
829,2929,6
5,4034,5
4030,538,0
733,733,10
4035,409,0
4034,346,0
3974,945,3
2445,1148,1
400,1896,6
306,5280,9
411,1940,6
1809,4034,5
115,4032,5
1062,1062,10
3315,3315,10
4242,808,4
3994,459,3
3967,897,3
5118,5118,10
1352,4035,5
280,280,10
2019,257,1
1568,4399,9
381,3758,7
5253,665,4
2083,2083,10
945,2553,6
4034,376,0
1017,4054,9
1119,4174,9
1248,4053,5
3967,1847,3
4565,1442,4
4665,4665,10
1983,731,1
243,243,10
3318,1255,1
3970,1331,3
3238,1485,1
2222,1203,1
935,935,10
4034,278,0
4429,1579,4
184,4419,9
937,2547,6
676,4028,5
1264,1264,10
820,3025,6
2894,1200,1
1106,4116,9
3574,1670,2
3067,3067,10
4209,1320,4
1791,4859,9
1774,4963,9
273,1958,6
2181,1754,1
714,2730,6
529,5374,9
2424,1796,1
613,5086,9
1612,2027,6
3339,1519,1
5361,441,4
2767,544,1
450,4046,5
815,2473,6
917,2989,6
1580,3254,6
2614,2614,10
2207,175,1
4073,378,4
798,4034,5
1871,60,1
1608,1608,10
471,2456,6
3411,3411,10
2756,1450,1
4029,18,0
5214,5214,10
350,2834,6
3839,477,3
9,1875,6
809,3740,7
3192,1775,1
2058,801,1
1069,5082,9
1073,4890,9
5092,301,4
4316,584,4
1667,4042,5
906,4042,5
1569,4045,5
10,10,10
1946,1703,1
205,3530,6
3322,1287,1
1743,4313,9
1251,2461,6
1273,3114,7
1031,1031,10
4395,4395,10
2286,1814,1
4425,130,4
564,3300,6
889,4042,5
4868,1343,4
32,4865,9
337,3092,6
4078,496,4
1360,1360,10
420,4042,5
579,2098,6
2842,614,1
1036,2126,6
298,4042,5
1092,4039,5
441,2714,6
372,4817,9
6,3298,6
90,2748,6
4072,277,4
1362,3700,7
177,4030,5
79,4033,5
4053,1789,0
1475,3986,8
403,4042,5
504,4046,5
3196,1831,1
1425,3272,6
4180,1572,4
3656,800,2
2015,2015,10
1462,3077,6
1462,2815,6
1941,1765,1
2344,2344,10
4697,4697,10
4958,1235,4
4171,1212,4
943,4840,9
1750,4043,5
150,5093,9
4384,1264,4
1325,4031,5
960,4042,5
1352,2427,6
167,4033,5
4947,1221,4
1391,4246,9
2732,840,1
5059,745,4
318,2187,6
2143,1676,1
4053,1587,0
5171,397,4
418,3470,6
261,4135,9
1771,4045,5
781,2068,6
4938,1519,4
198,2500,6
2151,1345,1
1268,4318,9
1773,3058,6
835,4135,9
4832,962,4
869,2300,6
2833,216,1
1707,4907,9
4051,780,0
1754,4045,5
1796,2579,6
5273,1473,4
4042,366,0
5146,5146,10
437,3900,8
308,308,10
3886,1543,3
2111,2111,10
4587,1321,4
396,3180,6
495,4044,5
5280,631,4
264,4028,5
4795,1375,4
1862,4053,5
4053,440,0
4705,336,4
896,4970,9
4041,730,0
4726,174,4
2574,1374,1
4046,1050,0
4046,654,0
5038,735,4
4050,328,0
4034,1206,0
4034,810,0
207,4839,9
3499,286,1
2687,1276,1
4038,752,0
194,3918,8
2129,957,1
3848,1473,3
4042,164,0
1376,4053,5
4028,1745,0
4043,1200,0
4921,1055,4
98,4671,9
60,60,10
4574,110,4
4041,364,0
3736,1834,2
4041,498,0
1195,2321,6
2665,956,1
1324,3622,7
4046,684,0
4046,818,0
1059,3377,6
4034,974,0
4584,354,4
4038,1044,0
4995,4995,10
3617,921,2
4032,4,0
2338,1231,1
3035,1294,1
1519,2755,6
1297,2551,6
765,4774,9
4041,790,0
3130,654,1
1707,4041,5
5242,5242,10
867,5156,9
543,4885,9
700,4046,5
1212,5137,9
4443,1382,4
4033,492,0
4033,230,0
1594,1594,10
3257,1212,1
4034,1400,0
3225,1727,1
1048,4034,5
4032,430,0
857,4418,9
549,4044,5
29,2579,6
1184,2995,6
328,4551,9
457,4034,5
3258,122,1
4028,74,0
2000,48,1
4556,736,4
4034,1034,0
5348,1079,4
1209,4926,9
1031,4034,5
4673,1104,4
2223,291,1
1388,1388,10
1795,4041,5
759,4055,9
2088,1597,1
751,3850,8
606,606,10
623,5246,9
4211,524,4
179,5153,9
133,2627,6
4085,1112,4
3600,1115,2
4183,1820,4
1611,2855,6
1384,3043,6
1497,1971,6
5241,40,4
5091,5091,10
5227,1359,4
2043,2043,10
1124,4038,5
548,4042,5
2981,1054,1
4725,4725,10
2767,1860,1
1663,5007,9
997,4034,5
937,3806,7
1445,4926,9
3092,778,1
2175,1797,1
2206,113,1
4272,4272,10
4885,630,4
411,4425,9
234,2033,6
2716,2716,10
3821,739,2
641,4046,5
4084,847,4
2169,471,1
2056,1281,1
4082,11,4
1426,4090,9
444,2924,6
957,4748,9
1814,3745,7
719,4496,9
1342,2221,6
1397,3913,8
2846,1708,1
1381,3696,7
3203,1452,1
4410,1856,4
1063,4810,9
1726,4679,9
4393,1564,4
314,2626,6
937,4344,9
2277,479,1
1892,1892,10
4869,64,4
4024,1727,3
1097,4042,5
1711,2759,6
454,3581,7
336,336,10
375,4929,9
3675,1215,2
2506,1419,1
2139,2139,10
97,3629,7
1385,4274,9
1555,4053,5
506,4042,5
4821,4821,10
4849,1164,4
4497,1344,4
5076,1635,4
4755,264,4
1686,1686,10
5082,280,4
1568,2689,6
2371,1123,1
1312,4041,5
4630,572,4
1413,4045,5
4161,1230,4
586,3872,8
3756,1400,2
4014,623,3
4713,618,4
3420,1506,1
2022,787,1
370,4803,9
103,2317,6
1846,4590,9
189,2866,6
1583,1912,6
4171,267,4
4053,874,0
1521,4053,5
2144,1475,1
4519,121,4
818,4337,9
1561,3329,6
4606,1444,4
4045,972,0
4045,576,0
4240,1498,4
4050,1420,0
2848,561,1
5023,5023,10
115,4947,9
1400,4041,5
4587,316,4
2804,1366,1
4042,1256,0
1737,4580,9
4289,331,4
1233,3967,8
4053,1038,0
432,432,10
306,3701,7
4040,420,0
347,4188,9
4046,1776,0
4045,740,0
822,4309,9
4011,46,3
574,3960,8
993,2588,6
4131,1488,4
158,4045,5
4506,117,4
4048,352,0
4361,1308,4
2154,12,1
4042,1286,0
4053,672,0
2034,458,1
212,3280,7
4045,1032,0
1894,1573,1
833,4050,5
534,2149,6
941,4028,5
2002,1685,1
320,5315,9
4034,1834,0
573,4032,5
4571,1254,4
4457,498,4
3769,3769,10
4582,902,4
4933,1789,4
1103,3886,8
4035,160,0
4916,1101,4
4042,1054,0
668,5303,9
1666,3826,7
4053,1098,0
4805,486,4
4467,1796,4
1003,5094,9
634,634,10
4041,1254,0
4028,770,0
1243,4970,9
1387,4042,5
5153,474,4
3021,1736,1
896,3850,8
3625,1451,2
3316,3316,10
505,2043,6
846,2874,6
119,4041,5
4230,587,4
3724,881,2
5119,5119,10
1390,4050,5
4031,120,0
1762,2975,6
4032,1290,0
97,5079,9
4035,324,0
4051,291,0
698,4045,5
1760,2401,6
898,4891,9
4789,736,4
517,1917,6
5360,991,4
2459,1511,1
1718,1718,10
150,3353,6
4792,482,4
1026,4050,5
2202,917,1
4031,546,0
550,5329,9
4034,291,0
4034,29,0
1217,4744,9
936,936,10
1182,2652,6
435,4050,5
1151,4034,5
2739,2739,10
2328,1454,2
447,4051,5
2553,389,1
830,3282,6
2554,1163,1
851,3994,8
3221,840,1
4030,251,0
402,4281,9
4034,59,0
4795,392,4
1782,3947,8
750,4269,9
3720,719,2
3967,1530,3
730,730,10
641,4625,9
638,5329,9
501,2593,6
790,4042,5
4792,938,4
257,2355,6
5121,1529,4
4338,131,4
4034,89,0
4315,1560,4
1046,2008,6
1465,4046,5
273,5341,9
4654,1158,4
5210,1823,4
66,4196,9
5128,820,4
3958,646,3
